pollster,sponsor,start.date,end.date,condition,variable,response,population,N
Emerson College,,2024-09-29,2024-10-01,region_midwest,fav_jdvance,no opinion,LV,9
Emerson College,,2024-09-29,2024-10-01,region_midwest,moi,healthcare,LV,15
Emerson College,,2024-09-29,2024-10-01,region_midwest,moi,education,LV,4
Emerson College,,2024-09-29,2024-10-01,region_midwest,moi,the economy,LV,93
Emerson College,,2024-09-29,2024-10-01,region_midwest,moi,social issues,LV,23
Emerson College,,2024-09-29,2024-10-01,region_midwest,moi,immigration,LV,40
Emerson College,,2024-09-29,2024-10-01,region_midwest,moi,threats to democracy,LV,27
Emerson College,,2024-09-29,2024-10-01,region_midwest,moi,national security and foreign policy,LV,5
Emerson College,,2024-09-29,2024-10-01,region_midwest,moi,other,LV,11
Emerson College,,2024-09-29,2024-10-01,region_west,vote2024,D,LV,131
Emerson College,,2024-09-29,2024-10-01,region_west,vote2024,R,LV,100
Emerson College,,2024-09-29,2024-10-01,region_west,fav_harris,favourable,LV,133
Emerson College,,2024-09-29,2024-10-01,region_west,fav_harris,unfavourable,LV,102
Emerson College,,2024-09-29,2024-10-01,region_west,fav_harris,no opinion,LV,0
Emerson College,,2024-09-29,2024-10-01,region_west,fav_trump,favourable,LV,106
Emerson College,,2024-09-29,2024-10-01,region_west,fav_trump,unfavourable,LV,128
Emerson College,,2024-09-29,2024-10-01,region_west,fav_trump,no opinion,LV,0
Emerson College,,2024-09-29,2024-10-01,region_west,fav_walz,favourable,LV,117
Emerson College,,2024-09-29,2024-10-01,region_west,fav_walz,unfavourable,LV,91
Emerson College,,2024-09-29,2024-10-01,region_west,fav_walz,no opinion,LV,27
Emerson College,,2024-09-29,2024-10-01,region_west,fav_jdvance,favourable,LV,97
Emerson College,,2024-09-29,2024-10-01,region_west,fav_jdvance,unfavourable,LV,122
Emerson College,,2024-09-29,2024-10-01,region_west,fav_jdvance,no opinion,LV,16
Emerson College,,2024-09-29,2024-10-01,region_west,moi,healthcare,LV,12
Emerson College,,2024-09-29,2024-10-01,region_west,moi,education,LV,5
Emerson College,,2024-09-29,2024-10-01,region_west,moi,the economy,LV,126
Emerson College,,2024-09-29,2024-10-01,region_west,moi,social issues,LV,22
Emerson College,,2024-09-29,2024-10-01,region_west,moi,immigration,LV,34
Emerson College,,2024-09-29,2024-10-01,region_west,moi,threats to democracy,LV,25
Emerson College,,2024-09-29,2024-10-01,region_west,moi,national security and foreign policy,LV,1
Emerson College,,2024-09-29,2024-10-01,region_west,moi,other,LV,11
Emerson College,,2024-10-14,2024-10-16,party.id_dem,vote2024,D,LV,25
Emerson College,,2024-10-14,2024-10-16,party.id_dem,vote2024,R,LV,332
Emerson College,,2024-10-14,2024-10-16,party.id_dem,vote2024,OTHER,LV,1
Emerson College,,2024-10-14,2024-10-16,party.id_dem,fav_harris,favourable,LV,336
Emerson College,,2024-10-14,2024-10-16,party.id_dem,fav_harris,unfavourable,LV,24
Emerson College,,2024-10-14,2024-10-16,party.id_dem,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,party.id_dem,fav_trump,favourable,LV,38
Emerson College,,2024-10-14,2024-10-16,party.id_dem,fav_trump,unfavourable,LV,322
Emerson College,,2024-10-14,2024-10-16,party.id_dem,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,party.id_dem,moi,healthcare,LV,42
Emerson College,,2024-10-14,2024-10-16,party.id_dem,moi,education,LV,11
Emerson College,,2024-10-14,2024-10-16,party.id_dem,moi,the economy,LV,130
Emerson College,,2024-10-14,2024-10-16,party.id_dem,moi,social issues,LV,73
Emerson College,,2024-10-14,2024-10-16,party.id_dem,moi,immigration,LV,13
Emerson College,,2024-10-14,2024-10-16,party.id_dem,moi,threats to democracy,LV,76
Emerson College,,2024-10-14,2024-10-16,party.id_dem,moi,national security and foreign policy,LV,2
Emerson College,,2024-10-14,2024-10-16,party.id_dem,moi,other,LV,13
Emerson College,,2024-10-14,2024-10-16,party.id_rep,vote2024,D,LV,138
Emerson College,,2024-10-14,2024-10-16,party.id_rep,vote2024,R,LV,134
Emerson College,,2024-10-14,2024-10-16,party.id_rep,vote2024,OTHER,LV,10
Emerson College,,2024-10-14,2024-10-16,party.id_rep,fav_harris,favourable,LV,46
Emerson College,,2024-10-14,2024-10-16,party.id_rep,fav_harris,unfavourable,LV,312
Emerson College,,2024-10-14,2024-10-16,party.id_rep,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,party.id_rep,fav_trump,favourable,LV,326
Emerson College,,2024-10-14,2024-10-16,party.id_rep,fav_trump,unfavourable,LV,32
Emerson College,,2024-10-14,2024-10-16,party.id_rep,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,party.id_rep,moi,healthcare,LV,12
Emerson College,,2024-10-14,2024-10-16,party.id_rep,moi,education,LV,5
Emerson College,,2024-10-14,2024-10-16,party.id_rep,moi,the economy,LV,186
Emerson College,,2024-10-14,2024-10-16,party.id_rep,moi,social issues,LV,19
Emerson College,,2024-10-14,2024-10-16,party.id_rep,moi,immigration,LV,99
Emerson College,,2024-10-14,2024-10-16,party.id_rep,moi,threats to democracy,LV,17
Emerson College,,2024-10-14,2024-10-16,party.id_rep,moi,national security and foreign policy,LV,3
Emerson College,,2024-10-14,2024-10-16,party.id_rep,moi,other,LV,17
Emerson College,,2024-10-14,2024-10-16,party.id_ind,vote2024,D,LV,495
Emerson College,,2024-10-14,2024-10-16,party.id_ind,vote2024,R,LV,492
Emerson College,,2024-10-14,2024-10-16,party.id_ind,vote2024,OTHER,LV,13
Emerson College,,2024-10-14,2024-10-16,party.id_ind,fav_harris,favourable,LV,144
Emerson College,,2024-10-14,2024-10-16,party.id_ind,fav_harris,unfavourable,LV,137
Emerson College,,2024-10-14,2024-10-16,party.id_ind,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,party.id_ind,fav_trump,favourable,LV,123
Emerson College,,2024-10-14,2024-10-16,party.id_ind,fav_trump,unfavourable,LV,159
Emerson College,,2024-10-14,2024-10-16,party.id_ind,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,party.id_ind,moi,healthcare,LV,13
Emerson College,,2024-10-14,2024-10-16,party.id_ind,moi,education,LV,5
Emerson College,,2024-10-14,2024-10-16,party.id_ind,moi,the economy,LV,119
Emerson College,,2024-10-14,2024-10-16,party.id_ind,moi,social issues,LV,38
Emerson College,,2024-10-14,2024-10-16,party.id_ind,moi,immigration,LV,49
Emerson College,,2024-10-14,2024-10-16,party.id_ind,moi,threats to democracy,LV,35
Emerson College,,2024-10-14,2024-10-16,party.id_ind,moi,national security and foreign policy,LV,9
Emerson College,,2024-10-14,2024-10-16,party.id_ind,moi,other,LV,15
Emerson College,,2024-10-14,2024-10-16,vote2020_D,vote2024,D,LV,455
Emerson College,,2024-10-14,2024-10-16,vote2020_D,vote2024,R,LV,30
Emerson College,,2024-10-14,2024-10-16,vote2020_D,vote2024,OTHER,LV,10
Emerson College,,2024-10-14,2024-10-16,vote2020_D,fav_harris,favourable,LV,457
Emerson College,,2024-10-14,2024-10-16,vote2020_D,fav_harris,unfavourable,LV,38
Emerson College,,2024-10-14,2024-10-16,vote2020_D,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,vote2020_D,fav_trump,favourable,LV,34
Emerson College,,2024-10-14,2024-10-16,vote2020_D,fav_trump,unfavourable,LV,461
Emerson College,,2024-10-14,2024-10-16,vote2020_D,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,vote2020_D,moi,healthcare,LV,52
Emerson College,,2024-10-14,2024-10-16,vote2020_D,moi,education,LV,15
Emerson College,,2024-10-14,2024-10-16,vote2020_D,moi,the economy,LV,170
Emerson College,,2024-10-14,2024-10-16,vote2020_D,moi,social issues,LV,98
Emerson College,,2024-10-14,2024-10-16,vote2020_D,moi,immigration,LV,22
Emerson College,,2024-10-14,2024-10-16,vote2020_D,moi,threats to democracy,LV,111
Emerson College,,2024-10-14,2024-10-16,vote2020_D,moi,national security and foreign policy,LV,5
Emerson College,,2024-10-14,2024-10-16,vote2020_D,moi,other,LV,23
Emerson College,,2024-10-14,2024-10-16,vote2020_R,vote2024,D,LV,18
Emerson College,,2024-10-14,2024-10-16,vote2020_R,vote2024,R,LV,435
Emerson College,,2024-10-14,2024-10-16,vote2020_R,vote2024,OTHER,LV,1
Emerson College,,2024-10-14,2024-10-16,vote2020_R,fav_harris,favourable,LV,46
Emerson College,,2024-10-14,2024-10-16,vote2020_R,fav_harris,unfavourable,LV,408
Emerson College,,2024-10-14,2024-10-16,vote2020_R,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,vote2020_R,fav_trump,favourable,LV,427
Emerson College,,2024-10-14,2024-10-16,vote2020_R,fav_trump,unfavourable,LV,26
Emerson College,,2024-10-14,2024-10-16,vote2020_R,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,vote2020_R,moi,healthcare,LV,11
Emerson College,,2024-10-14,2024-10-16,vote2020_R,moi,education,LV,5
Emerson College,,2024-10-14,2024-10-16,vote2020_R,moi,the economy,LV,241
Emerson College,,2024-10-14,2024-10-16,vote2020_R,moi,social issues,LV,24
Emerson College,,2024-10-14,2024-10-16,vote2020_R,moi,immigration,LV,129
Emerson College,,2024-10-14,2024-10-16,vote2020_R,moi,threats to democracy,LV,15
Emerson College,,2024-10-14,2024-10-16,vote2020_R,moi,national security and foreign policy,LV,9
Emerson College,,2024-10-14,2024-10-16,vote2020_R,moi,other,LV,19
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,vote2024,D,LV,16
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,vote2024,R,LV,13
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,vote2024,OTHER,LV,0
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,fav_harris,favourable,LV,18
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,fav_harris,unfavourable,LV,11
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,fav_trump,favourable,LV,14
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,fav_trump,unfavourable,LV,17
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,moi,healthcare,LV,3
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,moi,education,LV,0
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,moi,the economy,LV,16
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,moi,social issues,LV,6
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,moi,immigration,LV,3
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,moi,threats to democracy,LV,1
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,moi,national security and foreign policy,LV,0
Emerson College,,2024-10-14,2024-10-16,vote2020_stay home,moi,other,LV,0
Emerson College,,2024-10-14,2024-10-16,race_hispanic,vote2024,D,LV,91
Emerson College,,2024-10-14,2024-10-16,race_hispanic,vote2024,R,LV,53
Emerson College,,2024-10-14,2024-10-16,race_hispanic,vote2024,OTHER,LV,2
Emerson College,,2024-10-14,2024-10-16,race_hispanic,fav_harris,favourable,LV,95
Emerson College,,2024-10-14,2024-10-16,race_hispanic,fav_harris,unfavourable,LV,50
Emerson College,,2024-10-14,2024-10-16,race_hispanic,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,race_hispanic,fav_trump,favourable,LV,56
Emerson College,,2024-10-14,2024-10-16,race_hispanic,fav_trump,unfavourable,LV,90
Emerson College,,2024-10-14,2024-10-16,race_hispanic,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,race_hispanic,moi,healthcare,LV,12
Emerson College,,2024-10-14,2024-10-16,race_hispanic,moi,education,LV,1
Emerson College,,2024-10-14,2024-10-16,race_hispanic,moi,the economy,LV,69
Emerson College,,2024-10-14,2024-10-16,race_hispanic,moi,social issues,LV,25
Emerson College,,2024-10-14,2024-10-16,race_hispanic,moi,immigration,LV,21
Emerson College,,2024-10-14,2024-10-16,race_hispanic,moi,threats to democracy,LV,14
Emerson College,,2024-10-14,2024-10-16,race_hispanic,moi,national security and foreign policy,LV,0
Emerson College,,2024-10-14,2024-10-16,race_hispanic,moi,other,LV,3
Emerson College,,2024-10-14,2024-10-16,race_white,vote2024,D,LV,248
Emerson College,,2024-10-14,2024-10-16,race_white,vote2024,R,LV,395
Emerson College,,2024-10-14,2024-10-16,race_white,vote2024,OTHER,LV,5
Emerson College,,2024-10-14,2024-10-16,race_white,fav_harris,favourable,LV,269
Emerson College,,2024-10-14,2024-10-16,race_white,fav_harris,unfavourable,LV,379
Emerson College,,2024-10-14,2024-10-16,race_white,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,race_white,fav_trump,favourable,LV,383
Emerson College,,2024-10-14,2024-10-16,race_white,fav_trump,unfavourable,LV,265
Emerson College,,2024-10-14,2024-10-16,race_white,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,race_white,moi,healthcare,LV,34
Emerson College,,2024-10-14,2024-10-16,race_white,moi,education,LV,13
Emerson College,,2024-10-14,2024-10-16,race_white,moi,the economy,LV,280
Emerson College,,2024-10-14,2024-10-16,race_white,moi,social issues,LV,69
Emerson College,,2024-10-14,2024-10-16,race_white,moi,immigration,LV,119
Emerson College,,2024-10-14,2024-10-16,race_white,moi,threats to democracy,LV,85
Emerson College,,2024-10-14,2024-10-16,race_white,moi,national security and foreign policy,LV,14
Emerson College,,2024-10-14,2024-10-16,race_white,moi,other,LV,34
Emerson College,,2024-10-14,2024-10-16,race_black,vote2024,D,LV,109
Emerson College,,2024-10-14,2024-10-16,race_black,vote2024,R,LV,20
Emerson College,,2024-10-14,2024-10-16,race_black,vote2024,OTHER,LV,6
Emerson College,,2024-10-14,2024-10-16,race_black,fav_harris,favourable,LV,113
Emerson College,,2024-10-14,2024-10-16,race_black,fav_harris,unfavourable,LV,21
Emerson College,,2024-10-14,2024-10-16,race_black,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,race_black,fav_trump,favourable,LV,25
Emerson College,,2024-10-14,2024-10-16,race_black,fav_trump,unfavourable,LV,110
Emerson College,,2024-10-14,2024-10-16,race_black,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,race_black,moi,healthcare,LV,14
Emerson College,,2024-10-14,2024-10-16,race_black,moi,education,LV,5
Emerson College,,2024-10-14,2024-10-16,race_black,moi,the economy,LV,64
Emerson College,,2024-10-14,2024-10-16,race_black,moi,social issues,LV,22
Emerson College,,2024-10-14,2024-10-16,race_black,moi,immigration,LV,8
Emerson College,,2024-10-14,2024-10-16,race_black,moi,threats to democracy,LV,17
Emerson College,,2024-10-14,2024-10-16,race_black,moi,national security and foreign policy,LV,0
Emerson College,,2024-10-14,2024-10-16,race_black,moi,other,LV,5
Emerson College,,2024-10-14,2024-10-16,race_asian,vote2024,D,LV,31
Emerson College,,2024-10-14,2024-10-16,race_asian,vote2024,R,LV,13
Emerson College,,2024-10-14,2024-10-16,race_asian,vote2024,OTHER,LV,0
Emerson College,,2024-10-14,2024-10-16,race_asian,fav_harris,favourable,LV,32
Emerson College,,2024-10-14,2024-10-16,race_asian,fav_harris,unfavourable,LV,13
Emerson College,,2024-10-14,2024-10-16,race_asian,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,race_asian,fav_trump,favourable,LV,13
Emerson College,,2024-10-14,2024-10-16,race_asian,fav_trump,unfavourable,LV,32
Emerson College,,2024-10-14,2024-10-16,race_asian,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,race_asian,moi,healthcare,LV,4
Emerson College,,2024-10-14,2024-10-16,race_asian,moi,education,LV,1
Emerson College,,2024-10-14,2024-10-16,race_asian,moi,the economy,LV,11
Emerson College,,2024-10-14,2024-10-16,race_asian,moi,social issues,LV,9
Emerson College,,2024-10-14,2024-10-16,race_asian,moi,immigration,LV,10
Emerson College,,2024-10-14,2024-10-16,race_asian,moi,threats to democracy,LV,6
Emerson College,,2024-10-14,2024-10-16,race_asian,moi,national security and foreign policy,LV,0
Emerson College,,2024-10-14,2024-10-16,race_asian,moi,other,LV,2
Emerson College,,2024-10-14,2024-10-16,age_18.29,vote2024,D,LV,98
Emerson College,,2024-10-14,2024-10-16,age_18.29,vote2024,R,LV,65
Emerson College,,2024-10-14,2024-10-16,age_18.29,vote2024,OTHER,LV,1
Emerson College,,2024-10-14,2024-10-16,age_18.29,fav_harris,favourable,LV,103
Emerson College,,2024-10-14,2024-10-16,age_18.29,fav_harris,unfavourable,LV,61
Emerson College,,2024-10-14,2024-10-16,age_18.29,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_18.29,fav_trump,favourable,LV,64
Emerson College,,2024-10-14,2024-10-16,age_18.29,fav_trump,unfavourable,LV,99
Emerson College,,2024-10-14,2024-10-16,age_18.29,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_18.29,moi,healthcare,LV,17
Emerson College,,2024-10-14,2024-10-16,age_18.29,moi,education,LV,4
Emerson College,,2024-10-14,2024-10-16,age_18.29,moi,the economy,LV,75
Emerson College,,2024-10-14,2024-10-16,age_18.29,moi,social issues,LV,37
Emerson College,,2024-10-14,2024-10-16,age_18.29,moi,immigration,LV,23
Emerson College,,2024-10-14,2024-10-16,age_18.29,moi,threats to democracy,LV,5
Emerson College,,2024-10-14,2024-10-16,age_18.29,moi,national security and foreign policy,LV,1
Emerson College,,2024-10-14,2024-10-16,age_18.29,moi,other,LV,3
Emerson College,,2024-10-14,2024-10-16,age_30.39,vote2024,D,LV,83
Emerson College,,2024-10-14,2024-10-16,age_30.39,vote2024,R,LV,75
Emerson College,,2024-10-14,2024-10-16,age_30.39,vote2024,OTHER,LV,1
Emerson College,,2024-10-14,2024-10-16,age_30.39,fav_harris,favourable,LV,92
Emerson College,,2024-10-14,2024-10-16,age_30.39,fav_harris,unfavourable,LV,67
Emerson College,,2024-10-14,2024-10-16,age_30.39,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_30.39,fav_trump,favourable,LV,74
Emerson College,,2024-10-14,2024-10-16,age_30.39,fav_trump,unfavourable,LV,85
Emerson College,,2024-10-14,2024-10-16,age_30.39,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_30.39,moi,healthcare,LV,11
Emerson College,,2024-10-14,2024-10-16,age_30.39,moi,education,LV,3
Emerson College,,2024-10-14,2024-10-16,age_30.39,moi,the economy,LV,78
Emerson College,,2024-10-14,2024-10-16,age_30.39,moi,social issues,LV,21
Emerson College,,2024-10-14,2024-10-16,age_30.39,moi,immigration,LV,25
Emerson College,,2024-10-14,2024-10-16,age_30.39,moi,threats to democracy,LV,13
Emerson College,,2024-10-14,2024-10-16,age_30.39,moi,national security and foreign policy,LV,0
Emerson College,,2024-10-14,2024-10-16,age_30.39,moi,other,LV,8
Emerson College,,2024-10-14,2024-10-16,age_40.49,vote2024,D,LV,85
Emerson College,,2024-10-14,2024-10-16,age_40.49,vote2024,R,LV,69
Emerson College,,2024-10-14,2024-10-16,age_40.49,vote2024,OTHER,LV,6
Emerson College,,2024-10-14,2024-10-16,age_40.49,fav_harris,favourable,LV,90
Emerson College,,2024-10-14,2024-10-16,age_40.49,fav_harris,unfavourable,LV,70
Emerson College,,2024-10-14,2024-10-16,age_40.49,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_40.49,fav_trump,favourable,LV,68
Emerson College,,2024-10-14,2024-10-16,age_40.49,fav_trump,unfavourable,LV,91
Emerson College,,2024-10-14,2024-10-16,age_40.49,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_40.49,moi,healthcare,LV,8
Emerson College,,2024-10-14,2024-10-16,age_40.49,moi,education,LV,2
Emerson College,,2024-10-14,2024-10-16,age_40.49,moi,the economy,LV,87
Emerson College,,2024-10-14,2024-10-16,age_40.49,moi,social issues,LV,20
Emerson College,,2024-10-14,2024-10-16,age_40.49,moi,immigration,LV,22
Emerson College,,2024-10-14,2024-10-16,age_40.49,moi,threats to democracy,LV,13
Emerson College,,2024-10-14,2024-10-16,age_40.49,moi,national security and foreign policy,LV,0
Emerson College,,2024-10-14,2024-10-16,age_40.49,moi,other,LV,6
Emerson College,,2024-10-14,2024-10-16,age_50.59,vote2024,D,LV,74
Emerson College,,2024-10-14,2024-10-16,age_50.59,vote2024,R,LV,94
Emerson College,,2024-10-14,2024-10-16,age_50.59,vote2024,OTHER,LV,1
Emerson College,,2024-10-14,2024-10-16,age_50.59,fav_harris,favourable,LV,80
Emerson College,,2024-10-14,2024-10-16,age_50.59,fav_harris,unfavourable,LV,90
Emerson College,,2024-10-14,2024-10-16,age_50.59,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_50.59,fav_trump,favourable,LV,94
Emerson College,,2024-10-14,2024-10-16,age_50.59,fav_trump,unfavourable,LV,76
Emerson College,,2024-10-14,2024-10-16,age_50.59,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_50.59,moi,healthcare,LV,7
Emerson College,,2024-10-14,2024-10-16,age_50.59,moi,education,LV,2
Emerson College,,2024-10-14,2024-10-16,age_50.59,moi,the economy,LV,75
Emerson College,,2024-10-14,2024-10-16,age_50.59,moi,social issues,LV,11
Emerson College,,2024-10-14,2024-10-16,age_50.59,moi,immigration,LV,25
Emerson College,,2024-10-14,2024-10-16,age_50.59,moi,threats to democracy,LV,30
Emerson College,,2024-10-14,2024-10-16,age_50.59,moi,national security and foreign policy,LV,5
Emerson College,,2024-10-14,2024-10-16,age_50.59,moi,other,LV,14
Emerson College,,2024-10-14,2024-10-16,age_60.69,vote2024,D,LV,82
Emerson College,,2024-10-14,2024-10-16,age_60.69,vote2024,R,LV,105
Emerson College,,2024-10-14,2024-10-16,age_60.69,vote2024,OTHER,LV,2
Emerson College,,2024-10-14,2024-10-16,age_60.69,fav_harris,favourable,LV,87
Emerson College,,2024-10-14,2024-10-16,age_60.69,fav_harris,unfavourable,LV,102
Emerson College,,2024-10-14,2024-10-16,age_60.69,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_60.69,fav_trump,favourable,LV,104
Emerson College,,2024-10-14,2024-10-16,age_60.69,fav_trump,unfavourable,LV,86
Emerson College,,2024-10-14,2024-10-16,age_60.69,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_60.69,moi,healthcare,LV,12
Emerson College,,2024-10-14,2024-10-16,age_60.69,moi,education,LV,5
Emerson College,,2024-10-14,2024-10-16,age_60.69,moi,the economy,LV,67
Emerson College,,2024-10-14,2024-10-16,age_60.69,moi,social issues,LV,18
Emerson College,,2024-10-14,2024-10-16,age_60.69,moi,immigration,LV,38
Emerson College,,2024-10-14,2024-10-16,age_60.69,moi,threats to democracy,LV,40
Emerson College,,2024-10-14,2024-10-16,age_60.69,moi,national security and foreign policy,LV,3
Emerson College,,2024-10-14,2024-10-16,age_60.69,moi,other,LV,7
Emerson College,,2024-10-14,2024-10-16,age_over.69,vote2024,D,LV,72
Emerson College,,2024-10-14,2024-10-16,age_over.69,vote2024,R,LV,85
Emerson College,,2024-10-14,2024-10-16,age_over.69,vote2024,OTHER,LV,2
Emerson College,,2024-10-14,2024-10-16,age_over.69,fav_harris,favourable,LV,75
Emerson College,,2024-10-14,2024-10-16,age_over.69,fav_harris,unfavourable,LV,84
Emerson College,,2024-10-14,2024-10-16,age_over.69,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_over.69,fav_trump,favourable,LV,83
Emerson College,,2024-10-14,2024-10-16,age_over.69,fav_trump,unfavourable,LV,76
Emerson College,,2024-10-14,2024-10-16,age_over.69,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,age_over.69,moi,healthcare,LV,12
Emerson College,,2024-10-14,2024-10-16,age_over.69,moi,education,LV,5
Emerson College,,2024-10-14,2024-10-16,age_over.69,moi,the economy,LV,54
Emerson College,,2024-10-14,2024-10-16,age_over.69,moi,social issues,LV,23
Emerson College,,2024-10-14,2024-10-16,age_over.69,moi,immigration,LV,27
Emerson College,,2024-10-14,2024-10-16,age_over.69,moi,threats to democracy,LV,27
Emerson College,,2024-10-14,2024-10-16,age_over.69,moi,national security and foreign policy,LV,4
Emerson College,,2024-10-14,2024-10-16,age_over.69,moi,other,LV,6
Emerson College,,2024-10-14,2024-10-16,education_no.college,vote2024,D,LV,164
Emerson College,,2024-10-14,2024-10-16,education_no.college,vote2024,R,LV,188
Emerson College,,2024-10-14,2024-10-16,education_no.college,vote2024,OTHER,LV,1
Emerson College,,2024-10-14,2024-10-16,education_no.college,fav_harris,favourable,LV,182
Emerson College,,2024-10-14,2024-10-16,education_no.college,fav_harris,unfavourable,LV,171
Emerson College,,2024-10-14,2024-10-16,education_no.college,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,education_no.college,fav_trump,favourable,LV,188
Emerson College,,2024-10-14,2024-10-16,education_no.college,fav_trump,unfavourable,LV,164
Emerson College,,2024-10-14,2024-10-16,education_no.college,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,education_no.college,moi,healthcare,LV,32
Emerson College,,2024-10-14,2024-10-16,education_no.college,moi,education,LV,6
Emerson College,,2024-10-14,2024-10-16,education_no.college,moi,the economy,LV,164
Emerson College,,2024-10-14,2024-10-16,education_no.college,moi,social issues,LV,54
Emerson College,,2024-10-14,2024-10-16,education_no.college,moi,immigration,LV,59
Emerson College,,2024-10-14,2024-10-16,education_no.college,moi,threats to democracy,LV,21
Emerson College,,2024-10-14,2024-10-16,education_no.college,moi,national security and foreign policy,LV,5
Emerson College,,2024-10-14,2024-10-16,education_no.college,moi,other,LV,11
Emerson College,,2024-10-14,2024-10-16,education_college,vote2024,D,LV,331
Emerson College,,2024-10-14,2024-10-16,education_college,vote2024,R,LV,304
Emerson College,,2024-10-14,2024-10-16,education_college,vote2024,OTHER,LV,11
Emerson College,,2024-10-14,2024-10-16,education_college,fav_harris,favourable,LV,345
Emerson College,,2024-10-14,2024-10-16,education_college,fav_harris,unfavourable,LV,303
Emerson College,,2024-10-14,2024-10-16,education_college,fav_harris,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,education_college,fav_trump,favourable,LV,297
Emerson College,,2024-10-14,2024-10-16,education_college,fav_trump,unfavourable,LV,349
Emerson College,,2024-10-14,2024-10-16,education_college,fav_trump,no opinion,LV,0
Emerson College,,2024-10-14,2024-10-16,education_college,moi,healthcare,LV,35
Emerson College,,2024-10-14,2024-10-16,education_college,moi,education,LV,15
Emerson College,,2024-10-14,2024-10-16,education_college,moi,the economy,LV,270
Emerson College,,2024-10-14,2024-10-16,education_college,moi,social issues,LV,78
Emerson College,,2024-10-14,2024-10-16,education_college,moi,immigration,LV,102
Emerson College,,2024-10-14,2024-10-16,education_college,moi,threats to democracy,LV,106
Emerson College,,2024-10-14,2024-10-16,education_college,moi,national security and foreign policy,LV,9
Emerson College,,2024-10-14,2024-10-16,education_college,moi,other,LV,33
Emerson College,,2024-10-14,2024-10-16,gender_male,vote2024,D,LV,201
Emerson College,,2024-10-14,2024-10-16,gender_male,vote2024,R,LV,269
Emerson College,,2024-10-14,2024-10-16,gender_male,vote2024,OTHER,LV,4
Emerson College,,2024-10-14,2024-10-16,gender_male,fav_harris,favourable,LV,216
